"조사연도","가구고유번호(MD제공용)","가구원고유번호(MD제공용)","[가구원 정보] 성별","[가구원 정보] 만나이","[가구원 정보] 가구주와의 관계","[가구원 정보] 동거여부","[가구원 정보] 교육정도_최종학력","[가구원 정보] 교육정도_수료여부","[가구원 정보] 혼인상태","[가구원 정보] 종사상 지위","[가구원 정보] 등록장애인 여부(2013년~)","[가구원 정보] 귀화·인지에 의한 국적취득 또는 외국인 여부(2013년~)"
2019,010500141,010500141001,2,52,2,2,6,1,2,2,2,2
2019,010500141,010500141002,1,56,1,2,6,1,2,1,2,2
2019,010500141,010500141003,2,23,3,2,6,2,1,7,2,2
2019,010500141,010500141004,2,21,3,2,4,2,1,7,2,2
2019,010500141,010500141005,2,18,3,2,3,2,1,7,2,2
2019,010500141,010500141006,1,7,3,2,2,2,,,2,2
2019,010500151,010500151001,2,64,1,2,3,1,3,7,2,2
2019,010500151,010500151002,1,42,3,2,5,1,1,2,2,2
2019,010500161,010500161001,1,84,1,2,6,3,2,7,1,2
2019,010500161,010500161002,2,77,2,2,3,3,2,7,2,2
2019,010500171,010500171001,1,57,1,2,4,1,2,1,2,2
2019,010500171,010500171002,2,51,2,2,3,1,2,2,2,2
2019,010500171,010500171003,1,23,3,2,6,2,1,7,2,2
2019,010500171,010500171004,2,21,3,2,5,2,1,7,2,2
2019,010500181,010500181001,1,56,1,2,5,1,2,1,2,2
2019,010500181,010500181002,2,51,2,2,4,1,2,7,2,2
2019,010500181,010500181003,1,27,3,2,6,1,1,7,2,2
2019,010500181,010500181004,1,26,3,2,6,3,1,1,2,2
2019,010500181,010500181005,2,84,6,2,2,1,3,7,2,2
2019,010500191,010500191001,1,69,1,2,4,1,2,7,2,2
2019,010500191,010500191002,2,63,2,2,4,1,2,6,2,2
2019,010500191,010500191003,1,38,3,3,5,1,1,1,2,2
2019,010501201,010501201001,1,66,1,2,4,1,2,2,2,2
2019,010501201,010501201002,2,63,2,2,4,1,2,7,2,2
2019,010501201,010501201003,1,38,3,2,6,4,1,1,2,2
2019,010501211,010501211001,1,56,1,2,4,1,2,2,2,2
2019,010501211,010501211002,2,54,2,2,3,1,2,2,1,2
2019,010501211,010501211004,1,27,3,2,5,1,1,1,2,2
2019,010501211,010501211005,1,19,3,2,5,2,1,7,2,2
2019,010501221,010501221001,1,46,1,2,6,1,2,1,2,2
2019,010501221,010501221002,2,44,2,2,5,1,2,7,2,2
2019,010501221,010501221003,1,7,3,2,2,2,,,2,2
2019,010501221,010501221004,2,5,3,2,1,,,,2,2
2019,010501231,010501231001,1,50,1,2,6,1,2,1,2,2
2019,010501231,010501231002,2,44,2,2,4,1,2,6,2,2
2019,010501231,010501231003,2,17,3,2,4,2,1,7,2,2
2019,010501231,010501231004,1,16,3,2,4,2,1,7,2,2
2019,010501241,010501241001,1,65,1,2,4,1,2,3,2,2
2019,010501241,010501241002,2,59,2,2,3,4,2,7,2,2
2019,010501241,010501241003,1,42,3,2,4,1,1,1,2,2
2019,010501271,010501271001,1,62,1,2,4,1,2,3,2,2
2019,010501271,010501271002,2,60,2,2,4,1,2,5,2,2
2019,010501281,010501281001,1,66,1,2,4,1,2,2,2,2
2019,010501281,010501281002,2,60,2,2,4,1,2,1,2,2
2019,010501281,010501281003,2,33,3,2,6,1,1,7,2,2
2019,010501281,010501281004,2,31,3,2,6,1,1,1,2,2
2019,010503301,010503301001,1,48,1,2,4,1,2,1,2,2
2019,010503301,010503301002,2,51,2,2,4,1,2,7,2,2
2019,010503301,010503301003,2,22,3,2,6,1,1,7,2,2
2019,010503301,010503301004,2,18,3,2,3,2,1,7,2,2
2019,010503311,010503311001,1,37,1,2,6,1,2,1,2,2
2019,010503311,010503311002,2,32,2,2,6,1,2,7,2,2
2019,010503311,010503311003,1,1,3,2,1,,,,2,2
2019,010503331,010503331001,1,48,3,2,6,1,1,2,2,2
2019,010503331,010503331002,2,73,1,2,2,1,3,2,2,2
2019,010503341,010503341001,1,51,1,2,6,1,2,1,2,2
2019,010503341,010503341002,2,52,2,2,4,1,2,2,2,2
2019,010503341,010503341003,1,25,3,2,6,1,1,2,2,2
2019,010503341,010503341004,2,23,3,2,5,1,1,2,2,2
2019,010503361,010503361001,1,42,1,2,4,1,2,1,2,2
2019,010503361,010503361002,2,40,2,2,5,1,2,7,2,2
2019,010503361,010503361003,1,13,3,2,2,2,,,2,2
2019,010503361,010503361004,1,10,3,2,2,2,,,2,2
2019,010503391,010503391001,1,70,1,2,6,1,2,7,2,2
2019,010503391,010503391002,2,67,2,2,6,4,2,3,2,2
2019,010600141,010600141001,1,65,1,2,4,1,2,4,1,2
2019,010600141,010600141002,2,66,2,2,4,1,2,5,2,2
2019,010600141,010600141003,1,37,3,2,4,1,1,2,2,2
2019,010600141,010600141004,2,34,3,2,4,1,1,2,2,2
2019,010600171,010600171001,1,28,1,1,6,4,1,1,2,2
2019,010600211,010600211001,1,68,1,1,2,1,4,2,2,2
2019,010600221,010600221001,2,24,1,1,5,1,1,1,2,2
2019,010600241,010600241001,2,82,1,1,1,,3,7,2,2
2019,010600271,010600271001,1,55,1,2,1,,2,1,2,2
2019,010600271,010600271002,2,51,2,2,5,1,2,7,2,2
2019,010600271,010600271003,2,25,3,4,6,1,1,7,2,2
2019,010600271,010600271004,1,24,3,2,6,2,1,7,2,2
2019,010600281,010600281001,1,60,1,2,4,1,2,7,2,2
2019,010600281,010600281002,2,56,2,2,3,1,2,4,2,2
2019,010600291,010600291001,1,40,1,2,5,1,2,1,2,2
2019,010600291,010600291002,2,43,2,2,5,1,2,1,2,2
2019,010600291,010600291003,2,12,3,2,2,2,,,2,2
2019,010600331,010600331001,1,46,1,2,7,1,2,1,2,2
2019,010600331,010600331002,2,44,2,2,7,1,2,1,2,2
2019,010600331,010600331003,2,12,3,2,2,2,,,2,2
2019,010600331,010600331004,1,8,3,2,2,2,,,2,2
2019,010600331,010600331005,2,76,6,2,2,1,3,7,2,2
2019,010600351,010600351001,1,78,1,2,4,1,2,7,2,2
2019,010600351,010600351002,2,71,2,2,4,1,2,7,2,2
2019,010600361,010600361001,1,53,1,2,5,1,2,1,2,2
2019,010600361,010600361002,2,49,2,2,5,1,2,1,2,2
2019,010600361,010600361003,1,25,3,2,5,1,1,1,2,2
2019,010600361,010600361004,1,23,3,4,5,1,1,1,2,2
2019,010600371,010600371001,2,58,1,2,3,1,2,1,2,2
2019,010600371,010600371002,1,60,2,2,3,1,2,2,2,2
2019,010600371,010600371003,2,80,6,2,2,1,3,7,2,2
2019,010600381,010600381001,2,53,1,2,3,3,2,1,2,2
2019,010600381,010600381002,1,59,2,3,3,3,2,1,2,2
2019,010600381,010600381003,1,30,3,2,4,1,1,1,2,2
2019,010601101,010601101001,1,71,1,2,3,1,2,7,2,2
2019,010601101,010601101002,2,70,2,2,2,1,2,7,2,2
2019,010601111,010601111001,1,43,1,2,4,1,2,4,2,2
2019,010601111,010601111002,2,38,2,2,4,1,2,7,2,2
2019,010601111,010601111003,1,16,3,2,3,2,1,7,2,2
2019,010601111,010601111004,1,13,3,2,2,2,,,2,2
2019,010601111,010601111005,1,11,3,2,2,2,,,2,2
2019,010601111,010601111006,2,9,3,2,2,2,,,2,2
2019,010601121,010601121001,1,75,1,2,2,1,2,1,2,2
2019,010601121,010601121002,2,67,2,2,2,1,2,7,2,2
2019,010700111,010700111001,1,35,1,2,6,1,2,1,2,2
2019,010700111,010700111002,2,32,2,2,7,1,2,7,2,2
2019,010700121,010700121001,2,29,1,2,8,1,1,1,2,2
2019,010700121,010700121002,1,22,8,2,6,2,1,7,2,2
2019,010700141,010700141001,2,48,1,2,4,1,4,2,2,2
2019,010700141,010700141002,1,24,3,2,5,1,1,7,2,2
2019,010700151,010700151001,1,64,1,2,2,1,2,2,2,2
2019,010700151,010700151002,2,58,2,2,2,1,2,7,2,2
2019,010700181,010700181001,1,37,1,2,6,1,2,1,1,2
2019,010700181,010700181002,2,30,2,2,5,1,2,7,1,2
2019,010700181,010700181003,1,1,3,2,1,,,,2,2
2019,010700191,010700191001,1,68,1,2,3,1,2,7,2,2
2019,010700191,010700191002,2,60,2,2,3,1,2,7,2,2
2019,010700211,010700211001,2,61,1,1,3,1,4,4,2,2
2019,010700221,010700221001,2,79,1,1,1,,3,7,2,2
2019,010700231,010700231001,2,51,1,2,4,1,4,1,2,2
2019,010700231,010700231002,2,24,3,4,6,2,1,7,2,2
2019,010700231,010700231003,1,18,3,2,6,2,1,7,2,2
2019,010700241,010700241001,1,65,1,2,2,1,2,1,2,2
2019,010700241,010700241002,2,63,2,2,2,1,2,7,2,2
2019,010700251,010700251001,1,59,2,2,3,1,2,2,2,2
2019,010700251,010700251002,2,59,1,2,2,1,2,2,2,2
2019,010700321,010700321001,2,67,1,2,4,1,2,2,2,2
2019,010700321,010700321002,1,68,2,2,4,1,2,7,2,2
2019,010700321,010700321003,2,36,3,2,5,1,1,2,2,2
2019,010700331,010700331001,1,72,1,2,3,4,2,7,2,2
2019,010700331,010700331002,2,70,2,2,2,1,2,7,2,2
2019,010700331,010700331003,2,41,3,2,4,1,1,7,1,2
2019,010700341,010700341001,1,46,1,2,6,1,2,4,2,2
2019,010700341,010700341002,2,43,2,2,6,1,2,7,2,2
2019,010700341,010700341003,1,15,3,2,3,2,1,7,2,2
2019,010700341,010700341004,1,15,3,2,3,2,1,7,2,2
2019,010700341,010700341005,1,9,3,2,2,2,,,2,2
2019,010700391,010700391001,1,45,1,2,4,1,2,1,2,2
2019,010700391,010700391002,2,43,2,2,4,1,2,2,2,2
2019,010700391,010700391003,1,8,3,2,2,2,,,2,2
2019,010701101,010701101001,2,47,1,2,4,1,4,1,2,1
2019,010701101,010701101002,2,12,3,2,2,2,,,2,2
2019,010701101,010701101003,2,70,6,2,2,1,3,7,2,1
2019,010800111,010800111001,1,49,1,2,6,1,2,1,2,2
2019,010800111,010800111002,2,46,2,2,6,1,2,7,2,2
2019,010800111,010800111003,2,20,3,2,6,2,1,7,2,2
2019,010800111,010800111004,1,19,3,2,6,2,1,7,2,2
2019,010800161,010800161001,2,24,1,2,6,1,1,1,2,2
2019,010800161,010800161002,2,84,7,2,1,,3,7,2,2
2019,010800181,010800181001,1,44,1,2,7,1,2,1,2,2
2019,010800181,010800181002,2,41,2,2,6,1,2,7,2,2
2019,010800181,010800181003,1,7,3,2,2,2,,,2,2
2019,010800221,010800221001,1,36,1,2,6,1,2,1,2,2
2019,010800221,010800221002,2,30,2,2,6,1,2,1,2,2
2019,010800231,010800231001,1,44,1,2,4,1,2,1,2,2
2019,010800231,010800231002,2,44,2,2,4,1,2,2,2,2
2019,010800231,010800231003,2,21,3,2,6,2,1,7,2,2
2019,010800231,010800231004,1,20,3,2,4,1,1,7,2,2
2019,010800241,010800241001,1,74,1,2,3,1,2,7,2,2
2019,010800241,010800241002,2,72,2,2,3,1,2,7,2,2
2019,010800261,010800261001,1,57,1,2,2,1,2,4,2,2
2019,010800261,010800261002,2,53,2,2,2,1,2,7,2,2
2019,010800261,010800261003,2,28,3,2,4,1,1,1,2,2
2019,010800261,010800261004,1,25,3,2,4,1,1,7,2,2
2019,010800271,010800271001,2,68,1,1,7,1,1,7,2,2
2019,010800281,010800281001,1,50,1,2,6,1,1,1,2,2
2019,010800281,010800281002,2,71,6,2,2,1,3,7,2,2
2019,010800321,010800321001,1,49,1,1,4,1,4,2,1,2
2019,010800341,010800341001,1,61,1,2,3,1,2,2,2,2
2019,010800341,010800341002,2,55,2,2,2,1,2,7,2,2
2019,010800341,010800341003,1,30,3,2,6,1,1,2,2,2
2019,010800341,010800341004,2,26,3,2,6,1,1,1,2,2
2019,010800381,010800381001,2,82,1,1,1,,3,2,1,2
2019,010801101,010801101001,1,57,1,2,4,1,2,1,2,2
2019,010801101,010801101002,2,51,2,2,4,1,2,7,2,2
2019,010801101,010801101003,2,26,3,2,6,1,1,7,2,2
2019,010801101,010801101004,1,25,3,2,5,1,1,7,2,2
2019,010900111,010900111001,1,49,1,2,6,1,2,1,2,2
2019,010900111,010900111002,2,47,2,2,7,1,2,1,2,2
2019,010900111,010900111003,2,18,3,2,6,2,1,7,2,2
2019,010900111,010900111004,1,16,3,2,4,2,1,7,2,2
2019,010900121,010900121001,2,47,1,2,4,1,4,3,2,2
2019,010900121,010900121002,2,24,3,2,5,1,1,2,2,2
2019,010900131,010900131001,2,55,1,1,4,1,1,1,2,2
2019,010900141,010900141001,1,47,1,2,5,1,2,1,2,2
2019,010900141,010900141002,2,46,2,2,6,4,2,2,2,2
2019,010900141,010900141003,1,14,3,2,3,2,,,2,2
2019,010900161,010900161001,1,83,1,2,3,1,2,7,2,2
2019,010900161,010900161002,2,76,2,2,3,1,2,7,2,2
2019,010900171,010900171001,2,42,1,1,5,1,1,1,2,2
2019,010900191,010900191001,1,59,1,2,5,1,2,1,2,2
2019,010900191,010900191002,2,53,2,2,5,1,2,7,2,2
2019,010900191,010900191003,1,23,3,2,5,2,1,7,2,2
2019,010900191,010900191004,2,21,3,2,5,2,1,7,2,2
2019,010900211,010900211001,1,52,1,2,4,1,2,7,1,2
2019,010900211,010900211002,2,44,2,2,4,1,2,1,2,2
2019,010900211,010900211003,2,19,3,2,6,2,1,7,2,2
2019,010900211,010900211004,2,18,3,2,4,1,1,7,2,2
2019,010900211,010900211005,1,16,3,2,4,2,1,7,2,2
2019,010900221,010900221001,1,74,1,2,2,1,2,7,2,2
2019,010900221,010900221002,2,69,2,2,2,1,2,7,2,2
2019,010900251,010900251001,2,25,1,1,6,1,1,1,2,2
2019,010900271,010900271001,1,71,1,1,2,1,3,7,2,2
2019,010900291,010900291001,1,67,1,2,3,1,2,2,2,2
2019,010900291,010900291002,2,69,2,2,3,1,2,7,2,2
2019,010900311,010900311001,1,65,1,2,4,1,2,1,2,2
2019,010900311,010900311002,2,59,2,2,3,1,2,7,2,2
2019,010900311,010900311003,1,34,3,2,6,1,1,1,2,2
2019,010900331,010900331001,1,68,1,2,3,1,2,4,2,2
2019,010900331,010900331002,2,73,2,2,3,1,2,7,2,2
2019,010900341,010900341001,2,60,1,1,3,1,4,1,2,2
2019,010900351,010900351001,1,63,1,2,2,1,2,1,2,2
2019,010900351,010900351002,2,61,2,2,2,1,2,7,2,2
2019,010900351,010900351003,2,31,3,2,5,1,1,7,2,2
2019,010900361,010900361001,2,90,1,1,1,,3,7,1,2
2019,010900371,010900371001,2,39,1,2,4,1,4,2,2,2
2019,010900371,010900371002,1,15,3,2,4,2,1,7,2,2
2019,010900371,010900371003,1,13,3,2,3,2,,,2,2
2019,010900371,010900371004,2,12,3,2,2,2,,,2,2
2019,010901101,010901101001,2,43,1,1,4,1,1,1,2,2
2019,011500111,011500111001,2,26,1,2,4,1,2,1,2,2
2019,011500111,011500111002,1,32,2,2,4,1,2,1,2,2
2019,011500141,011500141001,1,44,1,2,6,1,2,1,2,2
2019,011500141,011500141002,2,42,2,2,6,1,2,7,2,2
2019,011500141,011500141003,1,11,3,2,2,2,,,2,2
2019,011500141,011500141004,2,9,3,2,2,2,,,2,2
2019,011500141,011500141005,1,5,3,2,1,,,,2,2
2019,011500151,011500151001,1,74,1,2,4,1,2,1,1,2
2019,011500151,011500151002,2,66,2,2,4,1,2,1,2,2
2019,011500151,011500151003,1,40,3,2,6,4,1,7,2,2
2019,011500161,011500161001,1,66,1,2,5,1,2,7,2,2
2019,011500161,011500161002,2,61,2,2,4,1,2,7,2,2
2019,011500171,011500171001,1,51,1,2,6,1,3,1,2,2
2019,011500171,011500171003,2,74,6,2,3,1,3,7,2,2
2019,011500171,011500171004,1,21,3,2,6,2,1,7,2,2
2019,011500181,011500181001,1,56,1,2,5,1,2,1,2,2
2019,011500181,011500181002,2,50,2,2,6,1,2,3,2,2
2019,011500181,011500181003,2,22,3,2,6,2,1,7,2,2
2019,011500191,011500191001,2,69,1,1,3,1,4,7,2,2
2019,011501201,011501201001,1,67,1,2,6,1,2,1,2,2
2019,011501201,011501201002,2,64,2,2,4,1,2,7,2,2
2019,011501201,011501201003,2,104,6,4,1,,3,7,2,2
2019,011501261,011501261001,1,34,1,2,6,1,1,4,2,2
2019,011501261,011501261004,2,61,6,2,2,1,3,7,2,2
2019,011501291,011501291001,1,76,1,2,4,1,2,7,2,2
2019,011501291,011501291002,2,68,2,2,4,1,2,7,2,2
2019,011503301,011503301001,2,45,2,2,7,1,2,1,2,2
2019,011503301,011503301002,1,44,1,2,7,1,2,1,2,2
2019,011503301,011503301003,1,14,3,2,3,2,,,2,2
2019,011503301,011503301004,1,12,3,2,2,2,,,2,2
2019,011503331,011503331001,1,58,1,2,4,1,2,1,2,2
2019,011503331,011503331002,2,58,2,2,4,1,2,7,2,2
2019,011503331,011503331003,2,33,3,2,6,1,1,1,2,2
2019,011503331,011503331004,2,31,3,2,6,1,1,1,2,2
2019,011503331,011503331005,1,22,3,2,6,2,1,7,2,2
2019,011503351,011503351001,1,73,1,2,2,1,2,4,2,2
2019,011503351,011503351002,2,71,2,2,1,,2,7,2,2
2019,011503381,011503381001,1,51,1,2,6,1,2,1,2,2
2019,011503381,011503381002,2,48,2,2,5,1,2,1,2,2
2019,011503381,011503381003,1,24,3,2,5,1,1,1,2,2
2019,011503381,011503381004,1,20,3,2,4,1,1,7,2,2
2019,011600111,011600111001,2,27,1,1,6,1,1,1,2,2
2019,011600121,011600121001,1,36,1,2,6,1,2,1,2,2
2019,011600121,011600121002,2,33,2,2,6,1,2,7,2,2
2019,011600121,011600121003,1,1,3,2,1,,,,2,2
2019,011600131,011600131001,2,63,1,2,4,1,3,7,2,2
2019,011600131,011600131002,2,42,3,2,6,1,1,7,2,2
2019,011600131,011600131003,1,9,5,2,2,2,,,2,2
2019,011600131,011600131004,1,5,5,2,1,,,,2,2
2019,011600151,011600151001,2,53,1,1,2,1,1,7,1,2
2019,011600181,011600181001,1,63,1,2,3,1,2,4,2,2
2019,011600181,011600181002,2,64,2,2,3,1,2,5,2,2
2019,011600201,011600201001,2,69,1,1,2,1,3,7,2,2
2019,011600211,011600211001,1,56,1,2,4,1,2,2,2,2
2019,011600211,011600211002,2,40,2,2,4,1,2,1,2,1
2019,011600211,011600211003,1,14,3,2,3,2,,,2,2
2019,011600211,011600211004,1,12,3,2,3,2,,,2,2
2019,011600221,011600221001,1,62,1,2,4,1,2,4,2,2
2019,011600221,011600221002,2,58,2,2,4,1,2,7,2,2
2019,011600221,011600221003,1,30,3,2,5,1,1,3,2,2
2019,011600231,011600231001,2,52,1,2,6,1,2,6,2,2
2019,011600231,011600231002,1,41,2,2,6,1,2,4,2,1
2019,011600231,011600231003,1,20,3,2,4,2,1,7,2,2
2019,011600261,011600261001,1,66,1,2,4,1,2,7,2,2
2019,011600261,011600261002,2,63,2,2,6,1,2,7,2,2
2019,011600281,011600281001,1,39,1,3,4,1,2,1,2,2
2019,011600281,011600281002,2,39,2,2,4,1,2,1,2,2
2019,011600281,011600281003,1,10,3,2,2,2,,,2,2
2019,011600281,011600281004,1,8,3,2,2,2,,,2,2
2019,011600291,011600291001,1,61,1,2,4,1,2,4,2,2
2019,011600291,011600291002,2,62,2,2,4,1,2,5,2,2
2019,011600311,011600311001,1,69,1,2,3,1,2,4,2,2
2019,011600311,011600311002,2,66,2,2,2,1,2,5,2,2
2019,011600361,011600361001,2,40,1,2,4,1,1,1,2,2
2019,011600361,011600361002,2,38,8,2,4,1,1,2,2,2
2019,011600381,011600381001,1,71,1,2,7,1,2,7,2,2
2019,011600381,011600381002,2,72,2,2,6,1,2,7,2,2
2019,011700121,011700121001,2,51,1,2,4,1,4,2,2,2
2019,011700121,011700121002,2,24,3,2,6,1,1,1,2,2
2019,011700151,011700151001,1,56,1,3,7,1,2,3,2,2
2019,011700151,011700151002,2,56,2,4,6,1,2,7,2,2
2019,011700151,011700151003,1,27,3,4,6,2,1,7,2,2
2019,011700151,011700151004,2,23,3,3,6,1,1,2,2,2
2019,011700151,011700151005,2,19,3,2,4,1,1,7,2,2
2019,011700161,011700161001,1,68,1,2,7,1,2,1,2,2
2019,011700161,011700161002,2,65,2,2,6,1,2,7,1,2
2019,011700171,011700171001,1,61,1,2,2,1,2,2,2,2
2019,011700171,011700171002,2,56,2,2,3,1,2,1,2,2
2019,011700171,011700171003,1,31,3,2,6,1,1,2,2,2
2019,011700171,011700171004,2,29,3,2,6,1,1,1,2,2
2019,011700181,011700181001,1,49,1,2,4,1,2,6,2,2
2019,011700181,011700181002,2,46,2,2,6,1,2,7,2,2
2019,011700181,011700181003,2,9,3,2,2,2,,,2,2
2019,011700181,011700181004,1,9,3,2,2,2,,,2,2
2019,011700191,011700191001,1,54,1,2,5,1,2,1,2,2
2019,011700191,011700191002,2,46,2,2,4,1,2,1,2,2
2019,011700191,011700191003,2,19,3,2,4,1,1,7,2,2
2019,011700191,011700191004,2,14,3,2,3,2,,,2,2
2019,011700191,011700191005,2,8,3,2,2,2,,,2,2
2019,011700201,011700201001,2,82,1,2,1,,3,7,2,2
2019,011700201,011700201002,1,50,3,2,4,1,1,2,2,2
2019,011700211,011700211001,1,50,1,2,5,1,2,1,2,2
2019,011700211,011700211002,2,47,2,2,6,1,2,7,2,2
2019,011700211,011700211003,2,11,3,2,2,2,,,2,2
2019,011700211,011700211004,1,7,3,2,2,2,,,2,2
2019,011700221,011700221001,2,46,1,1,6,1,1,7,2,2
2019,011700241,011700241001,1,59,1,1,3,1,4,2,2,2
2019,011700271,011700271001,2,67,1,2,2,1,2,2,2,2
2019,011700271,011700271002,1,74,2,2,1,,2,7,2,2
2019,011700281,011700281001,1,69,1,2,4,1,2,7,2,2
2019,011700281,011700281002,2,66,2,2,4,1,2,7,2,2
2019,011700291,011700291001,1,51,1,2,4,3,2,3,2,2
2019,011700291,011700291002,2,47,2,2,4,1,2,5,2,2
2019,011700291,011700291003,1,19,3,2,6,2,1,7,2,2
2019,011700291,011700291004,2,18,3,2,4,2,1,7,2,2
2019,011700311,011700311001,1,46,1,1,4,1,4,1,2,2
2019,011700371,011700371001,1,74,1,1,3,4,3,7,2,2
2019,011800131,011800131001,2,70,1,1,3,1,3,7,2,2
2019,011800151,011800151001,2,26,1,1,4,1,1,1,2,2
2019,011800201,011800201001,1,55,1,2,6,1,2,1,2,2
2019,011800201,011800201002,2,50,2,2,5,1,2,7,2,2
2019,011800201,011800201003,1,21,3,2,6,2,1,7,2,2
2019,011800201,011800201004,2,19,3,2,6,2,1,7,2,2
2019,011800231,011800231001,1,39,1,2,5,1,2,1,2,2
2019,011800231,011800231002,2,40,2,2,5,1,2,7,2,2
2019,011800231,011800231003,2,7,3,2,2,2,,,2,2
2019,011800241,011800241001,1,64,2,2,6,1,2,3,2,2
2019,011800241,011800241002,2,64,1,2,6,1,2,7,2,2
2019,011800251,011800251001,1,72,1,2,3,1,2,7,2,2
2019,011800251,011800251002,2,68,2,2,3,1,2,7,2,2
2019,011800261,011800261001,1,52,2,2,6,1,2,2,2,2
2019,011800261,011800261002,2,47,1,2,6,1,2,1,2,2
2019,011800261,011800261003,1,19,3,2,4,1,1,7,1,2
2019,011800271,011800271001,2,29,1,1,6,1,1,1,2,2
2019,011800281,011800281001,2,83,1,1,1,,3,7,2,2
2019,011800301,011800301001,1,62,1,2,3,1,2,2,2,2
2019,011800301,011800301002,2,56,2,2,4,1,2,2,2,2
2019,011800311,011800311002,2,62,1,1,2,1,3,4,2,2
2019,011800341,011800341001,2,58,1,2,4,1,3,1,2,2
2019,011800341,011800341002,2,31,3,2,6,1,1,1,2,2
2019,011800341,011800341003,1,29,3,2,5,1,1,1,2,2
2019,011800351,011800351001,2,38,2,2,6,1,2,7,2,2
2019,011800351,011800351002,1,43,1,2,6,1,2,1,2,2
2019,011800371,011800371001,1,77,1,1,6,1,3,7,2,2
2019,011800381,011800381001,2,54,1,1,4,1,3,6,2,2
2019,011900151,011900151001,1,74,1,1,3,1,3,7,2,2
2019,011900161,011900161001,2,49,1,2,4,1,4,7,2,2
2019,011900161,011900161002,2,21,3,2,5,1,1,1,2,2
2019,011900161,011900161003,2,22,3,2,4,1,1,1,2,2
2019,011900171,011900171001,1,64,1,2,2,1,2,2,2,2
2019,011900171,011900171002,2,65,2,2,2,1,2,7,1,2
2019,011900181,011900181001,1,44,1,1,5,1,1,4,2,2
2019,011900211,011900211001,2,56,1,1,3,1,4,7,1,2
2019,011900221,011900221001,2,78,1,1,2,1,4,7,2,2
2019,011900231,011900231001,2,47,1,2,4,1,4,1,2,2
2019,011900231,011900231002,1,25,3,2,4,1,1,2,2,2
2019,011900231,011900231003,1,23,3,2,4,1,1,2,2,2
2019,011900241,011900241001,1,64,1,2,3,1,2,7,1,2
2019,011900241,011900241002,2,60,2,2,3,1,2,2,2,2
2019,011900241,011900241003,2,38,3,2,6,1,1,1,2,2
2019,011900251,011900251001,1,50,1,1,4,1,4,7,2,2
2019,011900261,011900261001,2,67,1,1,2,1,3,7,2,2
2019,011900271,011900271001,1,40,1,2,4,1,2,1,2,2
2019,011900271,011900271002,2,39,2,2,6,1,2,7,2,2
2019,011900271,011900271003,2,10,3,2,2,2,,,2,2
2019,011900271,011900271004,1,8,3,2,2,2,,,2,2
2019,011900281,011900281001,1,51,1,2,4,1,2,4,1,2
2019,011900281,011900281002,2,48,2,2,4,1,2,1,2,2
2019,011900281,011900281003,2,21,3,2,5,2,1,7,2,2
2019,011900281,011900281004,2,19,3,2,5,2,1,7,2,2
2019,011900291,011900291001,1,58,1,2,6,1,2,4,2,2
2019,011900291,011900291002,2,57,2,2,4,1,2,7,2,2
2019,011900321,011900321001,2,51,1,1,3,1,4,2,2,2
2019,011900341,011900341001,1,38,1,2,4,1,2,1,2,2
2019,011900341,011900341002,2,38,2,2,4,1,2,7,2,2
2019,011900371,011900371001,1,63,1,2,6,5,3,2,2,2
2019,011900371,011900371002,1,34,3,2,6,1,1,1,2,2
2019,011900371,011900371003,2,31,3,2,6,1,1,1,2,2
2019,011900381,011900381001,2,23,1,1,4,1,1,2,2,2
2019,011900391,011900391001,1,87,1,2,1,,2,7,2,2
2019,011900391,011900391002,2,82,2,2,1,,2,7,1,2
2019,012500121,012500121001,1,53,1,2,5,1,2,1,2,2
2019,012500121,012500121002,2,46,2,2,4,1,2,3,2,2
2019,012500121,012500121003,1,20,3,2,5,1,1,2,2,2
2019,012500121,012500121004,1,18,3,2,4,1,1,5,2,2
2019,012500181,012500181001,1,60,1,1,2,1,4,2,1,2
2019,012500191,012500191001,1,47,1,1,6,1,4,1,2,2
2019,012501201,012501201001,1,64,1,2,1,,2,4,2,2
2019,012501201,012501201002,2,62,2,2,1,,2,7,2,2
2019,012501201,012501201003,1,38,3,2,5,1,1,1,1,2
2019,012501211,012501211001,1,40,1,2,4,1,1,1,2,2
2019,012501211,012501211002,2,60,6,2,2,1,3,7,2,2
2019,012503311,012503311001,1,49,1,2,4,1,2,2,2,2
2019,012503311,012503311002,2,44,2,2,5,1,2,1,2,2
2019,012503311,012503311003,2,21,3,4,6,2,1,7,2,2
2019,012503311,012503311004,1,18,3,2,5,2,1,7,2,2
2019,012503351,012503351001,2,59,2,2,4,1,2,2,2,2
2019,012503351,012503351002,1,60,1,2,5,1,2,1,2,2
2019,012503361,012503361001,2,87,1,1,4,1,3,7,1,2
2019,012503371,012503371001,1,33,1,1,6,1,1,2,2,2
2019,012600111,012600111001,1,72,1,2,3,1,2,7,1,2
2019,012600111,012600111002,2,68,2,2,3,1,2,7,2,2
2019,012600121,012600121001,1,74,1,2,4,1,2,7,2,2
2019,012600121,012600121002,2,65,2,2,4,1,2,7,2,2
2019,012600121,012600121003,2,35,3,2,6,1,1,1,2,2
2019,012600131,012600131001,1,33,1,2,7,1,2,1,2,2
2019,012600131,012600131002,2,37,2,2,6,1,2,4,2,2
2019,012600131,012600131003,2,3,3,2,1,,,,2,2
