"조사연도","가구고유번호(MD제공용)","가구원고유번호(MD제공용)","[가구원 정보] 성별","[가구원 정보] 만나이","[가구원 정보] 가구주와의 관계","[가구원 정보] 동거여부","[가구원 정보] 교육정도_최종학력","[가구원 정보] 교육정도_수료여부","[가구원 정보] 혼인상태","[가구원 정보] 종사상 지위","[가구원 정보] 등록장애인 여부(2013년~)","[가구원 정보] 귀화·인지에 의한 국적취득 또는 외국인 여부(2013년~)"
2019,452600261,452600261003,2,2,3,2,1,,,,2,2
2019,452600291,452600291001,2,58,1,2,4,1,2,1,2,2
2019,452600291,452600291002,1,62,2,2,4,1,2,7,2,2
2019,452600291,452600291003,1,29,3,2,7,1,1,1,2,2
2019,452600291,452600291004,1,25,3,2,6,1,1,7,2,2
2019,452600301,452600301001,1,51,1,2,6,1,2,1,2,2
2019,452600301,452600301002,2,45,2,2,5,1,2,1,2,2
2019,452600301,452600301003,1,18,3,2,6,2,1,7,2,2
2019,452600301,452600301004,1,17,3,2,4,2,1,7,2,2
2019,452600301,452600301005,2,86,6,2,2,1,3,7,2,2
2019,452600311,452600311001,2,61,1,1,4,1,3,2,2,2
2019,452600321,452600321001,2,93,1,1,1,,3,7,1,2
2019,452600331,452600331001,2,73,1,1,2,1,3,2,2,2
2019,452600341,452600341001,1,37,1,2,7,4,2,1,2,2
2019,452600341,452600341002,2,37,2,2,6,1,2,1,2,2
2019,452600351,452600351001,1,77,1,2,4,1,2,7,2,2
2019,452600351,452600351002,2,71,2,2,3,1,2,2,2,2
2019,452600361,452600361001,2,78,1,1,2,1,3,2,1,2
2019,452600371,452600371001,2,83,1,1,1,,3,7,2,2
2019,452700221,452700221001,1,52,1,2,6,1,2,1,2,2
2019,452700221,452700221002,2,49,2,2,6,1,2,1,2,2
2019,452700221,452700221003,2,24,3,4,6,2,1,7,2,2
2019,452700231,452700231001,1,45,1,2,6,1,2,3,2,2
2019,452700231,452700231002,2,43,2,2,7,1,2,2,2,1
2019,452700231,452700231003,2,11,3,2,2,2,,,2,2
2019,452700231,452700231004,2,11,3,2,2,2,,,2,2
2019,452700251,452700251001,1,53,1,2,7,1,2,1,2,2
2019,452700251,452700251002,2,49,2,2,6,1,2,1,2,2
2019,452700251,452700251003,1,19,3,2,4,2,1,7,2,2
2019,452700251,452700251004,1,23,3,4,6,2,1,7,2,2
2019,452700261,452700261001,1,33,1,2,6,1,2,1,2,2
2019,452700261,452700261002,2,34,2,2,6,1,2,1,2,2
2019,452700261,452700261003,1,4,3,2,1,,,,2,2
2019,452700261,452700261004,2,1,3,2,1,,,,2,2
2019,452700281,452700281001,1,73,1,2,7,1,2,7,2,2
2019,452700281,452700281002,2,68,2,2,3,1,2,7,2,2
2019,452700291,452700291001,1,45,1,2,6,1,2,1,2,2
2019,452700291,452700291002,2,41,2,2,6,1,2,7,2,2
2019,452700291,452700291003,2,13,3,2,3,2,,,2,2
2019,452700291,452700291004,1,10,3,2,2,2,,,2,2
2019,452700301,452700301001,1,60,1,2,2,1,2,2,2,2
2019,452700301,452700301002,2,62,2,2,2,1,2,1,2,2
2019,452700311,452700311001,2,87,1,1,2,1,3,7,1,2
2019,452700321,452700321001,1,71,1,1,3,4,4,4,2,2
2019,452700331,452700331001,1,36,1,2,6,1,2,3,2,2
2019,452700331,452700331002,2,36,2,2,4,1,2,7,2,2
2019,452700331,452700331003,1,2,3,2,1,,,,2,2
2019,452700341,452700341001,2,30,1,1,6,1,1,1,2,2
2019,452700351,452700351001,1,49,1,2,4,1,2,4,2,2
2019,452700351,452700351002,2,47,2,2,4,1,2,5,2,2
2019,452700351,452700351003,2,13,3,2,3,2,,,2,2
2019,452700351,452700351004,2,10,3,2,2,2,,,2,2
2019,452700351,452700351005,2,82,6,2,1,,3,7,2,2
2019,452700361,452700361001,2,80,1,1,1,,3,7,2,2
2019,452700371,452700371001,2,64,1,1,3,4,3,4,2,2
2019,452800201,452800201001,1,56,1,2,6,1,2,1,2,2
2019,452800201,452800201002,2,54,2,2,5,1,2,7,2,2
2019,452800201,452800201003,1,28,3,2,7,1,1,1,2,2
2019,452800211,452800211001,1,37,1,2,4,1,2,4,2,2
2019,452800211,452800211002,2,31,2,2,4,1,2,7,2,2
2019,452800211,452800211003,1,1,3,2,1,,,,2,2
2019,452800231,452800231001,1,54,1,2,4,1,2,1,2,2
2019,452800231,452800231002,2,66,2,2,3,1,2,7,2,2
2019,452800241,452800241001,1,45,1,2,5,1,2,1,2,2
2019,452800241,452800241002,2,43,2,2,4,1,2,7,2,2
2019,452800241,452800241003,2,19,3,2,6,2,1,7,2,2
2019,452800241,452800241004,2,16,3,2,4,2,1,7,2,2
2019,452800261,452800261001,2,32,1,1,5,1,1,7,2,2
2019,452800281,452800281001,1,61,1,2,4,1,2,3,2,2
2019,452800281,452800281002,2,64,2,2,3,1,2,7,2,2
2019,452800311,452800311001,1,40,1,2,4,1,2,1,2,2
2019,452800311,452800311002,2,37,2,2,5,1,2,7,2,2
2019,452800311,452800311003,1,11,3,2,2,2,,,2,2
2019,452800311,452800311004,1,8,3,2,2,2,,,2,2
2019,452800331,452800331001,1,62,1,2,3,1,2,4,2,2
2019,452800331,452800331002,2,58,2,2,2,1,2,5,1,2
2019,452800341,452800341001,1,68,1,2,3,1,2,4,2,2
2019,452800341,452800341002,2,66,2,2,3,1,2,5,2,2
2019,452800361,452800361001,1,84,1,2,4,1,2,2,2,2
2019,452800361,452800361002,2,75,2,2,2,1,2,2,2,2
2019,452800371,452800371001,2,78,1,1,2,4,3,2,2,2
2019,452900251,452900251001,2,70,1,1,1,,3,7,2,2
2019,452900261,452900261001,1,61,1,1,4,1,1,1,2,2
2019,452900271,452900271001,1,69,1,2,2,1,2,7,2,2
2019,452900271,452900271002,2,68,2,2,2,4,2,7,2,2
2019,452900281,452900281001,1,68,1,2,4,1,2,4,2,2
2019,452900281,452900281002,2,57,2,2,5,1,2,1,2,2
2019,452900301,452900301001,1,70,1,2,4,1,2,7,2,2
2019,452900301,452900301002,2,70,2,2,4,1,2,2,2,2
2019,452900311,452900311001,1,60,1,1,6,1,3,1,2,2
2019,452900321,452900321001,1,57,1,2,3,4,2,1,2,2
2019,452900321,452900321002,2,47,2,2,4,1,2,7,2,2
2019,452900321,452900321003,1,22,3,2,6,1,1,7,2,2
2019,452900321,452900321004,1,19,3,2,6,2,1,7,2,2
2019,452900331,452900331001,1,27,1,2,4,1,2,2,2,2
2019,452900331,452900331002,2,28,2,2,4,1,2,7,2,2
2019,452900331,452900331003,1,2,3,2,1,,,,2,2
2019,452900341,452900341001,1,72,1,2,4,1,2,3,1,2
2019,452900341,452900341002,2,66,2,2,3,1,2,5,2,2
2019,452900341,452900341004,2,27,3,3,7,2,1,2,2,2
2019,452900351,452900351001,1,80,1,2,3,4,2,4,2,2
2019,452900351,452900351002,2,78,2,2,2,1,2,5,2,2
2019,452900361,452900361001,1,70,1,2,4,1,2,4,2,2
2019,452900361,452900361002,2,67,2,2,3,1,2,7,2,2
2019,452900371,452900371001,1,53,1,2,6,1,2,7,2,2
2019,452900371,452900371002,2,51,2,2,4,1,2,7,2,2
2019,453502221,453502221001,1,63,1,2,4,1,2,7,1,2
2019,453502221,453502221002,2,58,2,2,4,1,2,7,2,2
2019,453502231,453502231001,1,54,1,2,4,1,4,2,2,2
2019,453502231,453502231003,1,21,3,4,4,1,1,7,2,2
2019,453502231,453502231004,2,16,3,2,4,2,1,2,2,2
2019,453505351,453505351001,1,66,1,3,6,1,2,1,1,2
2019,453505351,453505351002,2,60,2,2,3,1,2,7,2,2
2019,453505361,453505361001,1,44,2,3,6,1,2,1,2,2
2019,453505361,453505361002,2,47,1,2,4,1,2,7,2,2
2019,453505361,453505361003,1,5,3,2,1,,,,2,2
2019,453505361,453505361004,2,76,6,2,2,1,3,7,1,2
2019,453505371,453505371001,1,38,1,2,6,1,2,1,2,2
2019,453505371,453505371002,2,41,2,2,6,1,2,7,2,2
2019,453505371,453505371003,1,9,3,2,2,2,,,2,2
2019,453505371,453505371004,2,7,3,2,2,2,,,2,2
2019,453600201,453600201001,1,38,1,2,5,1,2,4,2,2
2019,453600201,453600201002,2,37,2,2,6,1,2,7,2,2
2019,453600201,453600201003,1,7,3,2,2,2,,,2,2
2019,453600201,453600201004,1,3,3,2,1,,,,2,2
2019,453900201,453900201001,1,59,1,2,4,1,2,6,2,2
2019,453900201,453900201002,2,58,2,2,4,1,2,7,2,2
2019,453900201,453900201003,1,25,3,2,6,1,1,1,2,2
2019,453900201,453900201004,2,27,3,2,6,1,1,1,2,2
2019,453900201,453900201005,2,85,6,2,1,,3,7,1,2
2019,454502211,454502211001,1,50,1,2,7,1,2,1,2,2
2019,454502211,454502211002,2,49,2,2,7,1,2,1,2,2
2019,454502211,454502211003,2,16,3,2,4,2,1,7,2,2
2019,454502211,454502211004,1,16,3,2,4,2,1,7,2,2
2019,454502231,454502231001,1,55,1,2,6,1,2,4,2,2
2019,454502231,454502231002,2,50,2,2,6,1,2,5,2,2
2019,454502231,454502231003,2,24,3,2,6,1,1,7,2,2
2019,454502231,454502231005,2,17,3,2,4,2,1,7,2,2
2019,454502231,454502231006,2,85,6,2,2,1,3,7,2,2
2019,454502241,454502241002,1,66,6,2,4,1,2,7,1,2
2019,454502241,454502241003,2,65,6,2,3,1,2,7,2,2
2019,454502241,454502241004,2,39,1,2,4,1,4,4,2,2
2019,454502241,454502241005,2,13,3,2,3,2,,,2,2
2019,454502241,454502241006,1,11,3,2,2,2,,,2,2
2019,454502271,454502271001,1,52,1,2,4,1,2,1,2,2
2019,454502271,454502271002,2,50,2,2,4,1,2,1,2,2
2019,454502271,454502271003,1,27,3,3,6,1,1,4,2,2
2019,454502271,454502271004,1,18,3,2,4,2,1,7,2,2
2019,454502271,454502271005,2,23,3,2,5,1,1,2,1,2
2019,454502281,454502281001,2,26,1,1,6,1,1,1,2,2
2019,454502291,454502291001,1,40,1,2,6,1,2,1,2,2
2019,454502291,454502291002,2,33,2,2,6,1,2,7,2,2
2019,454502291,454502291003,1,2,3,2,1,,,,2,2
2019,454505341,454505341001,1,87,1,1,2,1,3,7,2,2
2019,454505351,454505351001,1,72,1,2,2,1,2,4,2,2
2019,454505351,454505351002,2,65,2,2,1,,2,5,2,2
2019,454505361,454505361001,1,70,1,2,4,1,2,4,1,2
2019,454505361,454505361002,2,65,2,2,2,1,2,5,2,2
2019,454505371,454505371001,1,60,1,2,4,1,2,4,2,2
2019,454505371,454505371002,2,51,2,2,4,1,2,1,2,2
2019,455502201,455502201001,1,33,1,2,7,1,2,1,2,2
2019,455502201,455502201002,2,35,2,2,6,1,2,1,2,2
2019,455502201,455502201003,2,4,3,2,1,,,,2,2
2019,455502201,455502201004,2,2,3,2,1,,,,2,2
2019,455502211,455502211001,1,44,1,3,7,1,2,1,2,2
2019,455502211,455502211002,2,42,2,2,6,1,2,7,2,2
2019,455502211,455502211003,1,15,3,2,3,2,1,7,2,2
2019,455502211,455502211004,1,13,3,2,2,2,,,2,2
2019,455502221,455502221001,1,45,1,2,6,1,2,1,2,2
2019,455502221,455502221002,2,43,2,2,6,1,2,1,2,2
2019,455502221,455502221003,2,16,3,2,3,2,1,7,2,2
2019,455502221,455502221004,2,14,3,2,3,2,,,2,2
2019,460600201,460600201001,1,66,1,2,1,,2,1,2,2
2019,460600201,460600201002,2,64,2,2,1,,2,7,2,2
2019,460600221,460600221001,1,57,1,2,4,1,2,1,2,2
2019,460600221,460600221002,2,55,2,2,4,1,2,4,2,2
2019,460600221,460600221003,1,29,3,2,6,1,1,1,2,2
2019,460600271,460600271001,1,66,1,2,5,1,2,4,2,2
2019,460600271,460600271002,2,64,2,2,4,1,2,7,2,2
2019,460600271,460600271003,1,33,3,2,6,1,1,1,2,2
2019,460600271,460600271004,2,23,3,4,6,2,1,7,2,2
2019,460600311,460600311001,2,70,1,1,2,3,3,7,1,2
2019,460600321,460600321001,1,49,1,1,4,1,1,7,2,2
2019,460600341,460600341001,2,46,1,2,4,1,4,2,2,2
2019,460600341,460600341002,1,19,3,2,5,2,1,7,2,2
2019,460600351,460600351001,1,54,1,2,3,1,2,4,2,2
2019,460600351,460600351002,2,61,2,2,2,1,2,7,2,2
2019,460600351,460600351003,2,23,3,2,4,1,1,1,2,2
2019,460600361,460600361001,1,81,1,1,2,1,3,7,2,2
2019,460600371,460600371001,1,70,1,2,3,1,2,1,2,2
2019,460600371,460600371002,2,62,2,2,3,1,2,4,2,2
2019,460600381,460600381001,2,27,1,2,4,1,2,1,2,2
2019,460600381,460600381003,1,26,2,2,5,1,2,1,2,2
2019,460600391,460600391001,2,51,1,2,4,1,4,2,2,2
2019,460600391,460600391002,2,79,6,2,2,1,3,7,1,2
2019,460700211,460700211002,2,70,1,1,3,1,3,7,2,2
2019,460700221,460700221001,2,74,1,1,2,1,4,2,2,2
2019,460700231,460700231001,1,52,1,2,4,1,2,1,2,2
2019,460700231,460700231002,2,49,2,2,4,1,2,7,2,2
2019,460700231,460700231003,2,23,3,2,6,3,1,7,2,2
2019,460700261,460700261001,2,70,1,2,2,1,2,4,2,2
2019,460700261,460700261002,2,39,4,2,5,1,4,7,2,2
2019,460700261,460700261003,2,12,5,2,2,2,,,2,2
2019,460700261,460700261004,1,71,2,2,3,1,2,7,2,2
2019,460700271,460700271002,1,70,6,2,4,1,2,7,2,1
2019,460700271,460700271003,2,65,6,2,4,1,2,7,2,2
2019,460700271,460700271004,1,29,1,3,6,1,1,1,2,2
2019,460700281,460700281001,1,39,1,2,5,1,2,1,2,2
2019,460700281,460700281002,2,36,2,2,5,1,2,7,2,2
2019,460700281,460700281003,1,11,3,2,2,2,,,2,2
2019,460700281,460700281004,1,9,3,2,2,2,,,2,2
2019,460700291,460700291001,1,44,1,2,6,1,2,4,1,2
2019,460700291,460700291002,2,44,2,2,5,1,2,7,2,2
2019,460700291,460700291003,2,13,3,2,3,2,,,2,2
2019,460700311,460700311001,1,61,1,2,4,1,2,3,2,2
2019,460700311,460700311002,2,59,2,2,4,1,2,4,2,2
2019,460700311,460700311003,1,33,3,2,5,1,1,2,2,2
2019,460700331,460700331001,1,68,1,2,7,1,2,7,2,2
2019,460700331,460700331002,2,66,2,2,7,1,2,7,2,2
2019,460700351,460700351001,1,72,1,2,4,1,2,1,2,2
2019,460700351,460700351002,2,64,2,2,4,1,2,1,2,2
2019,460700361,460700361001,1,60,1,2,6,1,2,1,2,2
2019,460700361,460700361002,2,59,2,2,4,1,2,7,2,2
2019,460700361,460700361003,1,31,3,2,5,1,1,7,2,2
2019,460700371,460700371001,2,79,1,1,1,,3,7,2,2
2019,460700391,460700391001,1,62,1,2,4,1,2,4,2,2
2019,460700391,460700391002,2,55,2,2,4,1,2,5,2,2
2019,460700391,460700391003,2,30,3,2,5,1,1,1,2,2
2019,460800201,460800201001,2,63,1,1,3,1,3,7,2,2
2019,460800211,460800211001,1,72,1,2,2,1,2,7,2,2
2019,460800211,460800211002,2,64,2,2,2,1,2,7,2,2
2019,460800211,460800211003,2,13,5,2,3,2,,,2,2
2019,460800211,460800211004,2,10,5,2,2,2,,,2,2
2019,460800221,460800221001,1,74,1,2,4,1,2,7,2,2
2019,460800221,460800221002,2,74,2,2,2,1,2,7,2,2
2019,460800241,460800241001,1,25,1,1,5,1,1,2,2,2
2019,460800251,460800251001,1,48,1,2,7,1,2,1,2,2
2019,460800251,460800251002,2,46,2,2,7,1,2,3,2,2
2019,460800251,460800251003,1,19,3,4,6,2,1,7,2,2
2019,460800251,460800251004,2,18,3,2,4,2,1,7,2,2
2019,460800261,460800261001,1,40,1,2,4,1,2,4,2,2
2019,460800261,460800261002,2,39,2,2,4,1,2,7,2,2
2019,460800261,460800261003,1,8,3,2,2,2,,,2,2
2019,460800261,460800261004,2,2,3,2,1,,,,2,2
2019,460800271,460800271001,1,49,1,2,6,1,2,1,2,2
2019,460800271,460800271002,2,49,2,2,5,1,2,7,2,2
2019,460800271,460800271003,1,17,3,2,4,2,1,7,2,2
2019,460800271,460800271004,2,16,3,2,4,2,1,7,2,2
2019,460800291,460800291001,1,42,1,2,6,1,2,1,2,2
2019,460800291,460800291002,2,42,2,2,6,1,2,2,2,2
2019,460800291,460800291003,2,9,3,2,2,2,,,2,2
2019,460800301,460800301001,1,28,1,2,5,1,2,4,2,2
2019,460800301,460800301002,2,30,2,2,5,1,2,7,2,2
2019,460800301,460800301003,2,3,3,2,1,,,,2,2
2019,460800301,460800301004,2,1,3,2,1,,,,2,2
2019,460800311,460800311001,1,43,1,2,5,1,2,4,2,2
2019,460800311,460800311002,2,39,2,2,5,1,2,7,2,2
2019,460800311,460800311003,2,15,3,2,4,2,1,7,2,2
2019,460800311,460800311004,2,10,3,2,2,2,,,2,2
2019,460800321,460800321001,1,41,1,2,6,1,2,1,2,2
2019,460800321,460800321002,2,41,2,2,6,1,2,1,2,2
2019,460800321,460800321003,2,7,3,2,2,2,,,2,2
2019,460800321,460800321004,1,3,3,2,1,,,,2,2
2019,460800331,460800331001,1,45,1,2,6,1,2,1,2,2
2019,460800331,460800331002,2,42,2,2,6,1,2,1,2,2
2019,460800331,460800331003,1,16,3,2,4,2,1,7,2,2
2019,460800331,460800331004,2,13,3,2,3,2,,,2,2
2019,460800341,460800341001,1,65,1,2,7,1,2,7,2,2
2019,460800341,460800341002,2,64,2,2,4,1,2,7,2,2
2019,460800351,460800351001,2,67,1,1,1,,3,4,2,2
2019,460800361,460800361001,1,53,1,2,4,1,2,3,2,2
2019,460800361,460800361002,2,47,2,2,4,1,2,5,2,2
2019,460800361,460800361003,2,25,3,4,7,1,1,2,2,2
2019,460800361,460800361005,2,15,3,2,3,2,1,7,2,2
2019,460800371,460800371001,1,29,1,1,5,1,1,1,2,2
2019,460800391,460800391001,1,56,1,2,3,1,2,1,2,2
2019,460800391,460800391002,2,58,2,2,4,1,2,4,2,2
2019,460800391,460800391003,2,95,6,2,1,,3,7,2,2
2019,460900211,460900211001,1,52,1,2,3,1,2,1,2,2
2019,460900211,460900211002,2,49,2,2,3,1,2,1,2,2
2019,460900211,460900211003,1,24,3,2,6,2,1,7,2,2
2019,460900221,460900221001,2,56,1,2,3,1,4,1,2,2
2019,460900221,460900221002,1,34,3,2,6,4,1,1,2,2
2019,460900221,460900221003,1,28,3,2,6,4,1,1,2,2
2019,460900221,460900221004,1,89,6,2,1,,3,7,2,2
2019,460900231,460900231001,1,57,1,2,4,1,2,1,2,2
2019,460900231,460900231002,2,56,2,2,4,1,2,1,2,2
2019,460900231,460900231003,1,26,3,4,6,2,1,7,2,2
2019,460900241,460900241001,1,71,1,2,4,1,2,7,2,2
2019,460900241,460900241002,2,66,2,2,4,1,2,7,2,2
2019,460900251,460900251001,1,37,1,2,5,1,2,1,2,2
2019,460900251,460900251002,2,34,2,2,5,1,2,1,2,2
2019,460900251,460900251003,2,3,3,2,1,,,,2,2
2019,460900261,460900261001,1,54,1,2,4,1,1,1,2,2
2019,460900261,460900261002,2,82,6,2,1,,3,7,1,2
2019,460900271,460900271001,2,63,1,1,2,1,4,7,1,2
2019,460900281,460900281001,1,36,1,2,6,1,2,1,2,2
2019,460900281,460900281002,2,38,2,2,6,1,2,1,2,2
2019,460900281,460900281003,1,6,3,2,1,,,,2,2
2019,460900281,460900281004,1,2,3,2,1,,,,2,2
2019,460900291,460900291001,2,42,1,1,4,1,1,1,2,2
2019,460900321,460900321001,1,66,1,2,3,1,2,1,2,2
2019,460900321,460900321002,2,64,2,2,3,1,2,7,2,2
2019,460900321,460900321003,1,39,3,2,5,1,1,1,2,2
2019,460900331,460900331001,1,59,1,2,4,1,2,2,1,2
2019,460900331,460900331002,2,56,2,2,3,1,2,4,2,2
2019,460900341,460900341001,1,58,1,2,5,1,2,1,2,2
2019,460900341,460900341002,2,56,2,2,6,1,2,2,2,2
2019,460900351,460900351001,1,30,1,2,4,1,2,1,2,2
2019,460900351,460900351002,2,30,2,2,6,1,2,7,2,2
2019,460900351,460900351003,1,2,3,2,1,,,,2,2
2019,460900361,460900361001,2,74,1,1,1,,3,2,2,2
2019,460900371,460900371001,1,48,1,2,4,1,2,4,2,2
2019,460900371,460900371002,2,47,2,2,4,1,2,5,2,2
2019,460900371,460900371003,1,22,3,2,6,2,1,7,2,2
2019,461600231,461600231001,1,65,1,2,4,1,2,7,1,2
2019,461600231,461600231002,2,58,2,2,4,1,2,7,2,2
2019,461600241,461600241001,1,66,1,2,4,1,2,7,2,2
2019,461600241,461600241002,2,67,2,2,4,1,2,4,2,2
2019,461600261,461600261001,1,47,1,2,4,1,2,2,2,2
2019,461600261,461600261002,2,52,2,2,3,4,2,7,2,2
2019,461600261,461600261003,1,22,3,2,5,2,1,7,2,2
2019,461600261,461600261004,2,15,3,2,3,2,1,7,2,2
2019,461600271,461600271001,2,63,1,2,4,1,4,1,2,2
2019,461600271,461600271002,2,38,3,2,3,1,1,1,1,2
2019,461600281,461600281001,1,64,1,2,4,1,2,7,2,2
2019,461600281,461600281002,2,60,2,2,4,1,2,7,2,2
2019,461600291,461600291001,1,38,1,1,6,1,1,4,2,2
2019,461600301,461600301001,1,38,1,2,6,1,2,1,2,2
2019,461600301,461600301002,2,36,2,2,6,1,2,1,2,2
2019,461600301,461600301003,1,13,3,4,3,2,,,2,2
2019,461600301,461600301004,1,11,3,2,2,2,,,2,2
2019,461600311,461600311001,1,57,1,2,4,1,2,1,2,2
2019,461600311,461600311002,2,55,2,2,4,1,2,7,2,2
2019,461600311,461600311005,1,29,3,2,5,1,1,1,2,2
2019,461600331,461600331001,1,57,1,2,4,1,2,1,2,2
2019,461600331,461600331002,2,56,2,2,4,1,2,7,2,2
2019,461600361,461600361001,1,79,1,2,3,1,2,4,2,2
2019,461600361,461600361002,2,79,2,2,1,,2,7,2,2
2019,461600371,461600371001,1,54,1,2,4,1,2,2,2,2
2019,461600371,461600371002,2,59,2,2,3,1,2,4,2,2
2019,461600381,461600381001,2,51,1,2,4,1,2,1,2,2
2019,461600381,461600381002,1,53,2,2,6,1,2,1,2,2
2019,461600381,461600381003,1,24,3,3,5,1,1,7,2,2
2019,461600381,461600381004,2,21,3,4,5,2,1,7,2,2
2019,461600391,461600391001,1,63,1,2,5,4,2,4,2,2
2019,461600391,461600391002,2,57,2,2,5,4,2,3,2,2
2019,461700201,461700201001,1,43,1,2,6,1,2,1,2,2
2019,461700201,461700201002,2,44,2,2,6,1,2,1,2,2
2019,461700201,461700201003,1,13,3,2,3,2,,,2,2
2019,461700211,461700211001,2,67,1,1,6,1,1,7,2,2
2019,461700221,461700221001,1,38,1,2,6,1,2,1,2,2
2019,461700221,461700221002,2,36,2,2,6,1,2,7,2,2
2019,461700221,461700221003,1,7,3,2,2,2,,,2,2
2019,461700221,461700221004,1,3,3,2,1,,,,2,2
2019,461700231,461700231001,1,64,1,2,2,1,2,7,2,2
2019,461700231,461700231002,2,64,2,2,2,1,2,2,2,2
2019,461700241,461700241001,1,39,1,1,4,1,1,2,2,2
2019,461700251,461700251002,2,68,1,1,2,1,3,2,2,2
2019,461700271,461700271001,2,50,1,2,4,1,4,2,2,2
2019,461700271,461700271002,1,24,3,2,5,4,1,2,2,2
2019,461700281,461700281001,1,59,1,2,4,1,4,4,2,2
2019,461700281,461700281003,2,23,3,4,6,2,1,7,2,2
2019,461700291,461700291001,1,60,1,2,6,4,2,1,2,2
2019,461700291,461700291002,2,54,2,2,4,1,2,2,2,2
2019,461700291,461700291003,2,16,3,2,4,2,1,7,2,2
2019,461700291,461700291004,1,23,3,2,5,2,1,7,2,2
2019,461700301,461700301001,1,56,1,2,5,1,2,1,2,2
2019,461700301,461700301002,2,48,2,2,4,1,2,7,2,2
2019,461700311,461700311001,1,65,1,2,4,1,2,3,2,2
2019,461700311,461700311002,2,63,2,2,3,1,2,7,2,2
2019,461700321,461700321001,1,41,1,2,6,1,2,1,2,2
2019,461700321,461700321002,2,40,2,2,5,1,2,1,2,2
2019,461700321,461700321003,2,7,3,2,2,2,,,2,2
2019,461700321,461700321004,2,5,3,2,1,,,,2,2
2019,461700341,461700341001,1,57,1,2,1,,2,1,2,2
2019,461700341,461700341002,2,54,2,2,4,1,2,7,2,2
2019,461700341,461700341003,2,25,3,3,5,1,1,7,2,2
2019,461700341,461700341004,2,22,3,4,6,3,1,2,2,2
2019,461700351,461700351001,1,60,1,3,6,4,2,2,2,2
2019,461700351,461700351002,2,57,2,2,6,4,2,2,2,2
2019,461700361,461700361001,1,68,1,1,2,4,1,7,1,2
2019,461700381,461700381001,1,53,1,2,3,1,2,2,2,2
2019,461700381,461700381002,2,57,2,2,3,1,2,7,2,2
2019,461700391,461700391001,1,76,1,2,2,1,2,7,1,2
2019,461700391,461700391002,2,70,2,2,2,1,2,7,1,2
2019,461800201,461800201001,1,43,1,2,4,1,2,4,2,2
2019,461800201,461800201002,2,39,2,2,4,1,2,5,2,2
2019,461800201,461800201003,1,7,3,2,2,2,,,2,2
2019,461800211,461800211001,1,62,1,2,3,1,2,7,2,2
2019,461800211,461800211002,2,56,2,2,3,1,2,7,2,2
2019,461800211,461800211003,1,34,3,2,6,1,1,1,2,2
2019,461800211,461800211004,2,48,9,2,3,1,4,1,2,2
2019,461800221,461800221001,1,44,1,2,4,1,2,1,2,2
2019,461800221,461800221002,2,44,2,2,4,1,2,7,2,2
2019,461800221,461800221003,1,18,3,2,4,2,1,7,2,2
2019,461800221,461800221004,1,14,3,2,3,2,,,2,2
2019,461800231,461800231001,1,48,1,2,6,1,1,1,2,2
2019,461800231,461800231002,2,72,6,2,2,1,3,7,2,2
2019,461800241,461800241001,1,30,1,2,5,4,1,1,2,2
2019,461800241,461800241002,2,64,6,2,2,1,3,7,2,2
2019,461800251,461800251001,1,63,1,2,5,1,2,7,2,2
2019,461800251,461800251002,2,59,2,2,4,1,2,7,2,2
2019,461800251,461800251003,1,35,3,2,6,1,1,7,2,2
2019,461800251,461800251004,1,32,3,2,6,1,1,1,2,2
2019,461800261,461800261001,1,71,1,2,6,1,2,3,2,2
2019,461800261,461800261002,2,66,2,2,6,1,2,5,2,2
2019,461800261,461800261003,2,39,4,2,6,1,4,1,2,2
2019,461800261,461800261004,2,87,6,2,3,1,3,7,2,2
2019,461800301,461800301001,1,56,1,2,5,1,2,3,2,2
2019,461800301,461800301002,2,56,2,2,4,1,2,5,2,2
2019,461800301,461800301003,1,29,3,2,6,1,1,1,2,2
2019,461800301,461800301004,2,21,3,4,6,1,1,7,2,2
2019,461800311,461800311002,2,52,1,1,4,1,4,2,2,2
2019,461800321,461800321001,1,62,1,2,5,1,2,7,2,2
2019,461800321,461800321002,2,61,2,2,4,1,2,2,2,2
2019,461800321,461800321003,1,35,4,2,5,1,2,1,2,2
2019,461800321,461800321004,2,31,4,2,4,1,2,7,2,2
2019,461800331,461800331001,1,55,1,2,4,1,2,4,2,2
2019,461800331,461800331002,2,55,2,2,4,1,2,1,2,2
2019,461800331,461800331003,2,62,8,2,2,1,1,2,2,2
2019,461800341,461800341001,1,58,1,2,3,1,2,1,2,2
2019,461800341,461800341002,2,52,2,2,2,1,2,1,2,2
2019,461800341,461800341003,2,26,3,2,6,1,1,1,2,2
2019,461800341,461800341004,1,24,3,2,4,1,1,1,2,2
2019,461800351,461800351001,1,64,1,1,1,,4,4,2,2
2019,461800361,461800361001,1,78,1,2,1,,2,4,2,2
2019,461800361,461800361002,2,80,2,2,1,,2,7,2,2
2019,461800381,461800381001,2,35,2,2,7,1,2,7,2,2
2019,461800381,461800381002,1,38,1,2,4,1,2,1,2,2
2019,461800381,461800381003,1,5,3,2,1,,,,2,2
2019,461800381,461800381004,1,2,3,2,1,,,,2,2
2019,461800391,461800391001,2,70,1,1,1,,3,7,1,2
2019,461900201,461900201001,2,61,1,2,3,1,2,1,2,2
2019,461900201,461900201002,1,64,2,4,3,1,2,7,2,2
